,Unnamed: 0.1,Unnamed: 0,date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
8443,8443,8443,2020-10-08,RI,1127.0,,1,,2889.0,2889.0,117.0,16,,12.0,338269.0,6695,,,823284.0,,6.0,26045.0,,269,0,,,,,36145.0,,859429.0,20947,859429.0,20947,,,,,364314.0,6964,,0
8444,8444,8444,2020-10-08,SC,3514.0,3311.0,12,203.0,9475.0,9475.0,716.0,83,,191.0,1275884.0,18993,66116.0,,1230378.0,,94.0,154755.0,149219.0,1050,0,7498.0,11862.0,,,194725.0,76477.0,,0,1430639.0,20043,73614.0,63262.0,,,,0,1425103.0,19878
8445,8445,8445,2020-10-08,SD,272.0,,14,,1717.0,1717.0,284.0,20,,,184850.0,1976,,,,,,26411.0,25961.0,505,0,,,,,31884.0,21496.0,,0,302503.0,4814,,,,,211291.0,2511,302503.0,4814
8446,8446,8446,2020-10-08,TN,2705.0,2591.0,63,114.0,9094.0,9094.0,1149.0,59,,307.0,,0,,,2836100.0,,158.0,209447.0,200103.0,1992,0,,,,,244409.0,189990.0,,0,3080509.0,27016,,,,,,0,3080509.0,27016
8447,8447,8447,2020-10-08,TX,16334.0,,104,,,,3556.0,0,,1098.0,,0,,,,,,781794.0,781794.0,4238,0,39230.0,20366.0,,,852037.0,695194.0,,0,7010194.0,68542,427731.0,252857.0,,,,0,7010194.0,68542
8448,8448,8448,2020-10-08,UT,501.0,,5,,4167.0,4167.0,251.0,54,947.0,86.0,789833.0,8005,,,1053434.0,376.0,,81947.0,,1501,0,,2650.0,,2514.0,88890.0,60220.0,,0,1142324.0,12505,,43435.0,,22869.0,869153.0,9382,1142324.0,12505
8449,8449,8449,2020-10-08,VA,3328.0,3097.0,25,231.0,11393.0,11393.0,933.0,48,,196.0,,0,,,,,89.0,155535.0,146957.0,1844,0,10146.0,4289.0,,,175080.0,,2189792.0,19479,2189792.0,19479,145318.0,72188.0,,,,0,,0
8450,8450,8450,2020-10-08,VI,20.0,,0,,,,,0,,,20366.0,93,,,,,,1322.0,,1,0,,,,,,1286.0,,0,21688.0,94,,,,,21742.0,112,,0
8451,8451,8451,2020-10-08,VT,58.0,58.0,0,,,,1.0,0,,,166142.0,1242,,,,,,1843.0,1838.0,11,0,,,,,,1638.0,,0,312985.0,5575,,,,,167980.0,1253,312985.0,5575
8452,8452,8452,2020-10-08,WA,2177.0,2177.0,12,,7703.0,7703.0,383.0,30,,73.0,,0,,,,,30.0,94482.0,92976.0,723,0,,,,,,,1987477.0,26410,1987477.0,26410,,,,,,0,,0
8453,8453,8453,2020-10-08,WI,1435.0,1424.0,9,11.0,8061.0,8061.0,907.0,110,1253.0,228.0,1506828.0,13524,,,,,,149467.0,141830.0,3274,0,,,,,,113596.0,2568842.0,30423,2568842.0,30423,,,,,1648658.0,16656,,0
8454,8454,8454,2020-10-08,WV,370.0,365.0,1,5.0,,,168.0,0,,59.0,,0,,,,,29.0,17325.0,16776.0,186,0,,,,,,12699.0,,0,604392.0,6365,17730.0,,,,,0,604392.0,6365
8455,8455,8455,2020-10-08,WY,54.0,,1,,313.0,313.0,56.0,8,,,101850.0,904,,,198800.0,,,7092.0,6031.0,193,0,,,,,7224.0,5603.0,,0,206024.0,3321,,,,,107881.0,1069,206024.0,3321
8456,8456,8456,2020-10-07,AK,59.0,59.0,1,,333.0,333.0,46.0,5,,,,0,,,480682.0,,6.0,8911.0,,121,0,,,,,9099.0,5626.0,,0,490074.0,10700,,,,,,0,490074.0,10700
8457,8457,8457,2020-10-07,AL,2601.0,2454.0,21,147.0,17915.0,17915.0,777.0,216,1867.0,,1038526.0,7233,,,,1057.0,,161418.0,142292.0,941,0,,,,,,67948.0,,0,1180818.0,7971,,,59483.0,,1180818.0,7971,,0
8458,8458,8458,2020-10-07,AR,1482.0,1337.0,35,145.0,5740.0,5740.0,519.0,82,,235.0,1012643.0,9202,,,1012643.0,715.0,98.0,88880.0,84914.0,809,0,,,,4377.0,,80703.0,,0,1097556.0,9885,,,,24364.0,,0,1097556.0,9885
8459,8459,8459,2020-10-07,AS,0.0,,0,,,,,0,,,1616.0,0,,,,,,0.0,0.0,0,0,,,,,,,,0,1616.0,0,,,,,,0,1616.0,0
8460,8460,8460,2020-10-07,AZ,5733.0,5447.0,20,286.0,20050.0,20050.0,681.0,63,,147.0,1300948.0,6675,,,,,66.0,222538.0,217746.0,604,0,,,,,,,,0,2321782.0,24292,366319.0,,298414.0,,1518694.0,7267,2321782.0,24292
8461,8461,8461,2020-10-07,CA,16228.0,,51,,,,3204.0,0,,797.0,,0,,,,,,831225.0,831225.0,2764,0,,,,,,,,0,15556706.0,126285,,,,,,0,15556706.0,126285
8462,8462,8462,2020-10-07,CO,2085.0,1720.0,4,365.0,7771.0,7771.0,369.0,50,,,905115.0,8715,159485.0,,,,,74922.0,69748.0,731,0,12048.0,,,,,,1477301.0,17969,1477301.0,17969,171533.0,,,,974863.0,9414,,0
8463,8463,8463,2020-10-07,CT,4522.0,3624.0,1,898.0,11699.0,11699.0,138.0,0,,,,0,,,1906846.0,,,59364.0,56958.0,123,0,,,,,73405.0,9408.0,,0,1982647.0,34212,,,,,,0,1982647.0,34212
8464,8464,8464,2020-10-07,DC,632.0,,1,,,,103.0,0,,30.0,,0,,,,,16.0,15697.0,,45,0,,,,,,12350.0,412656.0,2627,412656.0,2627,,,,,223620.0,896,,0
8465,8465,8465,2020-10-07,DE,649.0,569.0,3,80.0,,,89.0,0,,18.0,277623.0,1576,,,,,,21550.0,20474.0,84,0,,,,,24043.0,11071.0,455135.0,3109,455135.0,3109,,,,,299173.0,1660,,0
8466,8466,8466,2020-10-07,FL,15084.0,,139,,45777.0,45777.0,2121.0,258,,,4737004.0,23551,487730.0,475588.0,6804700.0,,,713902.0,694361.0,2544,0,51923.0,,50676.0,,930493.0,,8411529.0,60824,8411529.0,60824,539844.0,,526404.0,,5445417.0,26074,7778257.0,44076
8467,8467,8467,2020-10-07,GA,7259.0,,30,,29308.0,29308.0,1770.0,154,5439.0,,,0,,,,,,326142.0,326142.0,1492,0,26016.0,,,,305174.0,,,0,3058187.0,13395,307358.0,,,,,0,3058187.0,13395
8468,8468,8468,2020-10-07,GU,57.0,,2,,,,45.0,0,,15.0,50620.0,422,,,,,,2868.0,2864.0,54,0,3.0,4.0,,,,1924.0,,0,53488.0,476,191.0,9.0,,,,0,53477.0,470
8469,8469,8469,2020-10-07,HI,160.0,160.0,3,,889.0,889.0,115.0,0,,35.0,295153.0,1166,,,,,18.0,13124.0,12937.0,83,0,,,,,12910.0,10526.0,436498.0,3344,436498.0,3344,,,,,308090.0,1249,441593.0,3381
8470,8470,8470,2020-10-07,IA,1415.0,,15,,,,444.0,0,,104.0,705173.0,4264,,57385.0,,,42.0,90884.0,90884.0,950,0,,,3531.0,3691.0,,73311.0,,0,796057.0,5214,,,60955.0,36763.0,797684.0,5266,,0
8471,8471,8471,2020-10-07,ID,492.0,452.0,5,40.0,1932.0,1932.0,151.0,21,468.0,36.0,281109.0,1295,,,,,,45082.0,40685.0,660,0,,,,,,23288.0,,0,321794.0,1849,,,,,321794.0,1849,,0
8472,8472,8472,2020-10-07,IL,9127.0,8878.0,42,249.0,,,1679.0,0,,372.0,,0,,,,,165.0,310380.0,307641.0,2630,0,,,,,,,,0,6033289.0,58820,,,,,,0,6033289.0,58820
8473,8473,8473,2020-10-07,IN,3727.0,3500.0,16,227.0,13430.0,13430.0,1081.0,106,2683.0,333.0,1312690.0,7417,,,,,101.0,128227.0,,1281,0,,,,,130884.0,,,0,2293378.0,34767,,,,,1440917.0,8698,2293378.0,34767
8474,8474,8474,2020-10-07,KS,723.0,,17,,3121.0,3121.0,352.0,85,849.0,103.0,485446.0,7048,,,,267.0,33.0,63952.0,,1244,0,,,,,,,,0,549398.0,8292,,,,,549398.0,8292,,0
8475,8475,8475,2020-10-07,KY,1223.0,1211.0,5,12.0,5679.0,5679.0,672.0,57,1554.0,161.0,,0,,,,,,76587.0,66148.0,2393,0,,,,,,12800.0,,0,1481331.0,15421,58924.0,28287.0,,,,0,1481331.0,15421
8476,8476,8476,2020-10-07,LA,5604.0,5411.0,12,193.0,,,552.0,0,,,2255290.0,21979,,,,,78.0,172625.0,170097.0,2156,0,,,,,,157873.0,,0,2427915.0,24135,,,,,,0,2425387.0,23032
8477,8477,8477,2020-10-07,MA,9557.0,9342.0,19,215.0,12807.0,12807.0,515.0,32,,83.0,2212922.0,15625,,,,,34.0,136492.0,133868.0,535,0,,,,,175047.0,116364.0,,0,4478131.0,61703,,,121906.0,143436.0,2346790.0,16134,4478131.0,61703
8478,8478,8478,2020-10-07,MD,3973.0,3829.0,6,144.0,15843.0,15843.0,391.0,52,,93.0,1555240.0,8217,,126269.0,,,,128664.0,128664.0,460,0,,,12358.0,,154217.0,7665.0,,0,2773280.0,20734,,,138627.0,,1683904.0,8677,2773280.0,20734
8479,8479,8479,2020-10-07,ME,142.0,141.0,0,1.0,459.0,459.0,9.0,2,,2.0,,0,9964.0,,,,0.0,5604.0,5011.0,39,0,528.0,,,,6038.0,4880.0,,0,465660.0,6419,10506.0,,,,,0,465660.0,6419
8480,8480,8480,2020-10-07,MI,7169.0,6847.0,8,322.0,,,687.0,0,,201.0,,0,,,3734543.0,,88.0,145092.0,130842.0,1214,0,,,,,181108.0,99521.0,,0,3915651.0,34681,301600.0,,,,,0,3915651.0,34681
8481,8481,8481,2020-10-07,MN,2154.0,2101.0,14,53.0,8089.0,8089.0,367.0,69,2223.0,123.0,1404490.0,7494,,,,,,106651.0,106651.0,911,0,,,,,,96616.0,2195882.0,12912,2195882.0,12912,,,,,1511141.0,8405,,0
8482,8482,8482,2020-10-07,MO,2236.0,,36,,,,1352.0,0,,,1239364.0,6808,74942.0,,1800597.0,,,135651.0,135651.0,1068,0,3953.0,3503.0,,,154257.0,,,0,1958461.0,11857,79027.0,16095.0,67984.0,11596.0,1375015.0,7876,1958461.0,11857
8483,8483,8483,2020-10-07,MP,2.0,2.0,0,,4.0,4.0,,0,,,15121.0,0,,,,,,75.0,75.0,0,0,,,,,,29.0,,0,15196.0,0,,,,,15196.0,0,20709.0,0
8484,8484,8484,2020-10-07,MS,3051.0,2794.0,38,257.0,6053.0,6053.0,571.0,0,,127.0,704655.0,0,,,,,62.0,102241.0,93422.0,1538,0,,,,,,90577.0,,0,806896.0,1538,40048.0,66989.0,,,,0,796968.0,0
8485,8485,8485,2020-10-07,MT,193.0,,1,,820.0,820.0,235.0,47,,,,0,,,,,,16063.0,,716,0,,,,,,10518.0,,0,376176.0,3456,,,,,,0,376176.0,3456
8486,8486,8486,2020-10-07,NC,3693.0,3661.0,23,32.0,,,1028.0,0,,288.0,,0,,,,,,222969.0,216943.0,1711,0,,,,,,,,0,3227198.0,16888,,5101.0,,,,0,3227198.0,16888
8487,8487,8487,2020-10-07,ND,308.0,,24,,995.0,995.0,116.0,27,235.0,27.0,226816.0,1093,9639.0,,,,,24798.0,24787.0,490,0,485.0,,,,,20847.0,654648.0,6242,654648.0,6242,10124.0,49.0,,,251673.0,1586,679564.0,6561
8488,8488,8488,2020-10-07,NE,507.0,,4,,2436.0,2436.0,262.0,29,,,437237.0,4483,,,615248.0,,,48757.0,,498,0,,,,,58518.0,35052.0,,0,675015.0,11417,,,,,486306.0,4978,675015.0,11417
8489,8489,8489,2020-10-07,NH,448.0,,2,,745.0,745.0,18.0,2,236.0,,276594.0,1657,,,,,,8800.0,8534.0,69,0,,,,,,7845.0,,0,476514.0,7122,32113.0,,31327.0,,285128.0,1657,476514.0,7122
8490,8490,8490,2020-10-07,NJ,16152.0,14364.0,5,1787.0,23639.0,23639.0,601.0,62,,134.0,3571960.0,22615,,,,,46.0,215677.0,209850.0,620,0,,,,,,,,0,3787637.0,23235,,,,,,0,3781810.0,23752
8491,8491,8491,2020-10-07,NM,896.0,,2,,3625.0,3625.0,109.0,16,,,,0,,,,,,31372.0,,425,0,,,,,,17766.0,,0,965319.0,4385,,,,,,0,965319.0,4385
8492,8492,8492,2020-10-07,NV,1636.0,,7,,,,495.0,0,,137.0,637162.0,1346,,,,,67.0,83347.0,83347.0,431,0,,,,,,,1074720.0,11026,1074720.0,11026,,,,,718853.0,1414,1093978.0,1066
8493,8493,8493,2020-10-07,NY,25545.0,,9,,,,748.0,0,,176.0,,0,,,,,72.0,468268.0,,1360,0,,,,,,,11501629.0,108246,11501629.0,108246,,,,,,0,,0
8494,8494,8494,2020-10-07,OH,4970.0,4661.0,23,309.0,16091.0,16091.0,814.0,119,3384.0,222.0,,0,,,,,107.0,162723.0,153281.0,1424,0,,,,,174116.0,139831.0,,0,3455487.0,27042,,,,,,0,3455487.0,27042
8495,8495,8495,2020-10-07,OK,1075.0,,9,,6929.0,6929.0,738.0,113,,258.0,1196271.0,9556,,,1196271.0,,,94352.0,94352.0,1006,0,4185.0,,,,105881.0,80211.0,,0,1290623.0,10562,80939.0,,,,,0,1305146.0,10614
8496,8496,8496,2020-10-07,OR,581.0,,9,,2680.0,2680.0,178.0,23,,55.0,678058.0,4095,,,1081833.0,,18.0,35340.0,,291,0,,,,,59844.0,5870.0,,0,1141677.0,8578,,,,,711633.0,4341,1141677.0,8578
8497,8497,8497,2020-10-07,PA,8272.0,,28,,,,657.0,0,,,1967542.0,15550,,,,,80.0,166552.0,160772.0,1309,0,,,,,,134907.0,3261613.0,43137,3261613.0,43137,,,,,2128314.0,16732,,0
8498,8498,8498,2020-10-07,PR,705.0,528.0,9,177.0,,,325.0,0,,51.0,305972.0,0,,,395291.0,,36.0,25658.0,25658.0,23,0,26110.0,,,,20103.0,22346.0,,0,331630.0,23,,,,,,0,415664.0,0
8499,8499,8499,2020-10-07,RI,1126.0,,1,,2873.0,2873.0,107.0,24,,10.0,331574.0,3089,,,802615.0,,5.0,25776.0,,180,0,,,,,35867.0,,838482.0,10468,838482.0,10468,,,,,357350.0,3269,,0
8500,8500,8500,2020-10-07,SC,3502.0,3300.0,31,202.0,9392.0,9392.0,707.0,61,,183.0,1256891.0,6725,65678.0,,1211792.0,,93.0,153705.0,148334.0,735,0,7422.0,11623.0,,,193433.0,75768.0,,0,1410596.0,7460,73100.0,60381.0,,,,0,1405225.0,7259
8501,8501,8501,2020-10-07,SD,258.0,,10,,1697.0,1697.0,273.0,27,,,182874.0,6273,,,,,,25906.0,25433.0,1030,0,,,,,31319.0,21137.0,,0,297689.0,3169,,,,,208780.0,7303,297689.0,3169
8502,8502,8502,2020-10-07,TN,2642.0,2530.0,21,112.0,9035.0,9035.0,1155.0,59,,319.0,,0,,,2810943.0,,151.0,207455.0,198405.0,2080,0,,,,,242550.0,188576.0,,0,3053493.0,21963,,,,,,0,3053493.0,21963
8503,8503,8503,2020-10-07,TX,16230.0,,119,,,,3519.0,0,,1052.0,,0,,,,,,777556.0,777556.0,4121,0,38678.0,20019.0,,,847282.0,692123.0,,0,6941652.0,68904,422880.0,246334.0,,,,0,6941652.0,68904
8504,8504,8504,2020-10-07,UT,496.0,,8,,4113.0,4113.0,233.0,55,941.0,87.0,781828.0,4207,,,1042333.0,371.0,,80446.0,,1007,0,,2507.0,,2371.0,87486.0,59289.0,,0,1129819.0,12188,,40491.0,,21669.0,859771.0,4859,1129819.0,12188
8505,8505,8505,2020-10-07,VA,3303.0,3088.0,12,215.0,11345.0,11345.0,1003.0,29,,228.0,,0,,,,,109.0,153691.0,145462.0,509,0,10082.0,4128.0,,,174072.0,,2170313.0,16145,2170313.0,16145,144775.0,68577.0,,,,0,,0
8506,8506,8506,2020-10-07,VI,20.0,,0,,,,,0,,,20273.0,118,,,,,,1321.0,,-1,0,,,,,,1286.0,,0,21594.0,117,,,,,21630.0,123,,0
8507,8507,8507,2020-10-07,VT,58.0,58.0,0,,,,1.0,0,,,164900.0,558,,,,,,1832.0,1827.0,7,0,,,,,,1635.0,,0,307410.0,1320,,,,,166727.0,564,307410.0,1320
8508,8508,8508,2020-10-07,WA,2165.0,2165.0,7,,7673.0,7673.0,355.0,51,,68.0,,0,,,,,31.0,93759.0,92284.0,906,0,,,,,,,1961067.0,9660,1961067.0,9660,,,,,,0,,0
8509,8509,8509,2020-10-07,WI,1426.0,1415.0,16,11.0,7951.0,7951.0,873.0,141,1233.0,219.0,1493304.0,11188,,,,,,146193.0,138698.0,2463,0,,,,,,111765.0,2538419.0,27346,2538419.0,27346,,,,,1632002.0,13507,,0
8510,8510,8510,2020-10-07,WV,369.0,364.0,5,5.0,,,168.0,0,,62.0,,0,,,,,28.0,17139.0,16596.0,203,0,,,,,,12443.0,,0,598027.0,3784,17671.0,,,,,0,598027.0,3784
8511,8511,8511,2020-10-07,WY,53.0,,0,,305.0,305.0,47.0,1,,,100946.0,1034,,,195701.0,,,6899.0,5866.0,129,0,,,,,7002.0,5504.0,,0,202703.0,4195,,,,,106812.0,1149,202703.0,4195
8512,8512,8512,2020-10-06,AK,58.0,58.0,0,,328.0,328.0,45.0,3,,,,0,,,470291.0,,6.0,8790.0,,147,0,,,,,8790.0,5455.0,,0,479374.0,0,,,,,,0,479374.0,0
8513,8513,8513,2020-10-06,AL,2580.0,2436.0,21,144.0,17699.0,17699.0,764.0,0,1862.0,,1031293.0,4702,,,,1056.0,,160477.0,141554.0,764,0,,,,,,67948.0,,0,1172847.0,5334,,,59331.0,,1172847.0,5334,,0
8514,8514,8514,2020-10-06,AR,1447.0,1299.0,0,148.0,5658.0,5658.0,523.0,72,,237.0,1003441.0,7995,,,1003441.0,701.0,99.0,88071.0,84230.0,641,0,,,,4228.0,,79052.0,,0,1087671.0,8527,,,,23346.0,,0,1087671.0,8527
8515,8515,8515,2020-10-06,AS,0.0,,0,,,,,0,,,1616.0,0,,,,,,0.0,0.0,0,0,,,,,,,,0,1616.0,0,,,,,,0,1616.0,0
8516,8516,8516,2020-10-06,AZ,5713.0,5427.0,6,286.0,19987.0,19987.0,665.0,-2316,,138.0,1294273.0,7733,,,,,65.0,221934.0,217154.0,864,0,,,,,,,,0,2297490.0,23800,364637.0,,297900.0,,1511427.0,8554,2297490.0,23800
8517,8517,8517,2020-10-06,CA,16177.0,,28,,,,3175.0,0,,809.0,,0,,,,,,828461.0,828461.0,1677,0,,,,,,,,0,15430421.0,128740,,,,,,0,15430421.0,128740
8518,8518,8518,2020-10-06,CO,2081.0,1718.0,12,363.0,7721.0,7721.0,343.0,28,,,896400.0,7316,159182.0,,,,,74191.0,69049.0,654,0,12017.0,,,,,,1459332.0,15070,1459332.0,15070,171199.0,,,,965449.0,7916,,0
8519,8519,8519,2020-10-06,CT,4521.0,3623.0,4,898.0,11699.0,11699.0,129.0,0,,,,0,,,1873100.0,,,59241.0,56829.0,121,0,,,,,72946.0,9408.0,,0,1948435.0,34209,,,,,,0,1948435.0,34209
8520,8520,8520,2020-10-06,DC,631.0,,0,,,,105.0,0,,30.0,,0,,,,,15.0,15652.0,,105,0,,,,,,12350.0,410029.0,8461,410029.0,8461,,,,,222724.0,2812,,0
8521,8521,8521,2020-10-06,DE,646.0,566.0,1,80.0,,,87.0,0,,20.0,276047.0,1575,,,,,,21466.0,20392.0,103,0,,,,,23951.0,10990.0,452026.0,3681,452026.0,3681,,,,,297513.0,1678,,0
8522,8522,8522,2020-10-06,FL,14945.0,,59,,45519.0,45519.0,2151.0,237,,,4713453.0,18644,478794.0,467286.0,6764112.0,,,711358.0,692335.0,2201,0,49819.0,,48639.0,,927148.0,,8350705.0,42993,8350705.0,42993,528773.0,,516042.0,,5419343.0,20855,7734181.0,35706
8523,8523,8523,2020-10-06,GA,7229.0,,37,,29154.0,29154.0,1779.0,167,5405.0,,,0,,,,,,324650.0,324650.0,936,0,25968.0,,,,304401.0,,,0,3044792.0,12035,306996.0,,,,,0,3044792.0,12035
8524,8524,8524,2020-10-06,GU,55.0,,0,,,,42.0,0,,14.0,50198.0,586,,,,,,2814.0,2814.0,61,0,3.0,4.0,,,,1922.0,,0,53012.0,647,191.0,7.0,,,,0,53007.0,646
8525,8525,8525,2020-10-06,HI,157.0,157.0,1,,889.0,889.0,128.0,0,,39.0,293987.0,866,,,,,29.0,13041.0,12854.0,50,0,,,,,12819.0,10470.0,433154.0,1750,433154.0,1750,,,,,306841.0,916,438212.0,1750
8526,8526,8526,2020-10-06,IA,1400.0,,11,,,,413.0,0,,104.0,700909.0,2355,,57083.0,,,43.0,89934.0,89934.0,474,0,,,3515.0,3629.0,,72273.0,,0,790843.0,2829,,,60637.0,35866.0,792418.0,2842,,0
8527,8527,8527,2020-10-06,ID,487.0,447.0,5,40.0,1911.0,1911.0,151.0,8,466.0,36.0,279814.0,1369,,,,,,44422.0,40131.0,458,0,,,,,,23115.0,,0,319945.0,1778,,,,,319945.0,1778,,0
8528,8528,8528,2020-10-06,IL,9085.0,8836.0,31,249.0,,,1673.0,0,,384.0,,0,,,,,159.0,307750.0,305011.0,1617,0,,,,,,,,0,5974469.0,49513,,,,,,0,5974469.0,49513
8529,8529,8529,2020-10-06,IN,3711.0,3484.0,30,227.0,13324.0,13324.0,1138.0,85,2658.0,333.0,1305273.0,6074,,,,,103.0,126946.0,,970,0,,,,,129432.0,,,0,2258611.0,31776,,,,,1432219.0,7044,2258611.0,31776
8530,8530,8530,2020-10-06,KS,706.0,,0,,3036.0,3036.0,352.0,0,827.0,103.0,478398.0,0,,,,261.0,33.0,62708.0,,0,0,,,,,,,,0,541106.0,0,,,,,541106.0,0,,0
8531,8531,8531,2020-10-06,KY,1218.0,1206.0,4,12.0,5622.0,5622.0,592.0,65,1545.0,150.0,,0,,,,,,74194.0,64350.0,1036,0,,,,,,12751.0,,0,1465910.0,12132,58880.0,27877.0,,,,0,1465910.0,12132
8532,8532,8532,2020-10-06,LA,5592.0,5402.0,6,190.0,,,567.0,0,,,2233311.0,12228,,,,,71.0,170469.0,169044.0,532,0,,,,,,154163.0,,0,2403780.0,12760,,,,,,0,2402355.0,12760
8533,8533,8533,2020-10-06,MA,9538.0,9323.0,8,215.0,12775.0,12775.0,494.0,20,,85.0,2197297.0,12331,,,,,31.0,135957.0,133359.0,495,0,,,,,174382.0,113768.0,,0,4416428.0,45378,,,121620.0,141849.0,2330656.0,12785,4416428.0,45378
8534,8534,8534,2020-10-06,MD,3967.0,3823.0,6,144.0,15791.0,15791.0,360.0,46,,88.0,1547023.0,6497,,123287.0,,,,128204.0,128204.0,413,0,,,11906.0,,153621.0,7661.0,,0,2752546.0,17746,,,135193.0,,1675227.0,6910,2752546.0,17746
8535,8535,8535,2020-10-06,ME,142.0,141.0,0,1.0,457.0,457.0,7.0,3,,1.0,,0,9952.0,,,,0.0,5565.0,4983.0,20,0,528.0,,,,5997.0,4839.0,,0,459241.0,2478,10494.0,,,,,0,459241.0,2478
8536,8536,8536,2020-10-06,MI,7161.0,6838.0,22,323.0,,,678.0,0,,158.0,,0,,,3701084.0,,75.0,143878.0,129826.0,1152,0,,,,,179886.0,99521.0,,0,3880970.0,25864,300923.0,,,,,0,3880970.0,25864
8537,8537,8537,2020-10-06,MN,2140.0,2087.0,4,53.0,8020.0,8020.0,367.0,80,2212.0,123.0,1396996.0,7618,,,,,,105740.0,105740.0,941,0,,,,,,95614.0,2182970.0,13184,2182970.0,13184,,,,,1502736.0,8559,,0
8538,8538,8538,2020-10-06,MO,2200.0,,26,,,,1249.0,0,,,1232556.0,7306,74665.0,,1789896.0,,,134583.0,134583.0,1165,0,3912.0,3369.0,,,153132.0,,,0,1946604.0,16518,78709.0,15458.0,67764.0,11216.0,1367139.0,8471,1946604.0,16518
8539,8539,8539,2020-10-06,MP,2.0,2.0,0,,4.0,4.0,,0,,,15121.0,0,,,,,,75.0,75.0,0,0,,,,,,29.0,,0,15196.0,0,,,,,15196.0,0,20709.0,0
8540,8540,8540,2020-10-06,MS,3013.0,2765.0,0,248.0,6053.0,6053.0,554.0,0,,128.0,704655.0,0,,,,,64.0,100703.0,92313.0,0,0,,,,,,90577.0,,0,805358.0,0,40048.0,66989.0,,,,0,796968.0,0
8541,8541,8541,2020-10-06,MT,192.0,,2,,773.0,773.0,216.0,19,,,,0,,,,,,15347.0,,500,0,,,,,,10172.0,,0,372720.0,2745,,,,,,0,372720.0,2745
8542,8542,8542,2020-10-06,NC,3670.0,3639.0,33,31.0,,,1013.0,0,,290.0,,0,,,,,,221258.0,215477.0,1504,0,,,,,,,,0,3210310.0,17794,,4508.0,,,,0,3210310.0,17794
8543,8543,8543,2020-10-06,ND,284.0,,4,,968.0,968.0,116.0,29,233.0,27.0,225723.0,933,9487.0,,,,,24308.0,24297.0,502,0,471.0,,,,,20392.0,648406.0,5737,648406.0,5737,9958.0,49.0,,,250087.0,1435,673003.0,6072
8544,8544,8544,2020-10-06,NE,503.0,,2,,2407.0,2407.0,271.0,10,,,432754.0,3609,,,604432.0,,,48259.0,,452,0,,,,,57938.0,34830.0,,0,663598.0,8067,,,,,481328.0,4062,663598.0,8067
8545,8545,8545,2020-10-06,NH,446.0,,2,,743.0,743.0,20.0,0,236.0,,274937.0,750,,,,,,8731.0,8534.0,51,0,,,,,,7785.0,,0,469392.0,3514,32059.0,,31302.0,,283471.0,812,469392.0,3514
8546,8546,8546,2020-10-06,NJ,16147.0,14360.0,9,1787.0,23577.0,23577.0,553.0,0,,126.0,3549345.0,0,,,,,43.0,215057.0,209342.0,720,0,,,,,,,,0,3764402.0,720,,,,,,0,3758058.0,0
8547,8547,8547,2020-10-06,NM,894.0,,0,,3609.0,3609.0,110.0,28,,,,0,,,,,,30947.0,,315,0,,,,,,17489.0,,0,960934.0,6338,,,,,,0,960934.0,6338
8548,8548,8548,2020-10-06,NV,1629.0,,6,,,,485.0,0,,125.0,635816.0,1689,,,,,69.0,82916.0,82916.0,479,0,,,,,,,1063694.0,7635,1063694.0,7635,,,,,717439.0,1983,1092912.0,3855
8549,8549,8549,2020-10-06,NY,25536.0,,9,,,,705.0,0,,158.0,,0,,,,,72.0,466908.0,,1393,0,,,,,,,11393383.0,96359,11393383.0,96359,,,,,,0,,0
8550,8550,8550,2020-10-06,OH,4947.0,4638.0,16,309.0,15972.0,15972.0,777.0,132,3367.0,207.0,,0,,,,,103.0,161299.0,151983.0,1335,0,,,,,173121.0,138807.0,,0,3428445.0,33046,,,,,,0,3428445.0,33046
8551,8551,8551,2020-10-06,OK,1066.0,,11,,6816.0,6816.0,699.0,142,,228.0,1186715.0,29641,,,1186715.0,,,93346.0,93346.0,1364,0,4185.0,,,,104865.0,79219.0,,0,1280061.0,31005,80939.0,,,,,0,1294532.0,32219
8552,8552,8552,2020-10-06,OR,572.0,,0,,2657.0,2657.0,184.0,39,,43.0,673963.0,3297,,,1073541.0,,18.0,35049.0,,279,0,,,,,59558.0,5826.0,,0,1133099.0,5690,,,,,707292.0,11676,1133099.0,5690
8553,8553,8553,2020-10-06,PA,8244.0,,17,,,,633.0,0,,,1951992.0,11040,,,,,74.0,165243.0,159590.0,1036,0,,,,,,135499.0,3218476.0,26056,3218476.0,26056,,,,,2111582.0,11967,,0
